id,date,type,city,state,ideology,group,description,image
14628,5/6/20,White Supremacist Propaganda,Phoenix,AZ,Right Wing (White Supremacist),Revolt Through Tradition,"Revolt Through Tradition, an alt right group, distributed propaganda featuring the group's logo that read: ""Revolt through Tradition.""",
14629,5/6/20,White Supremacist Propaganda,Phoenix,AZ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, dropped a banner from a pedestrian bridge that read: ""America first.""",
14683,5/6/20,White Supremacist Propaganda,East Elmhurst,NY,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Which way Western man?""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_which%20way%20western%20man_sample.jpg
14685,5/6/20,White Supremacist Propaganda,Long Island City,NY,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Migrants accepted now we are infected"" and ""Multicultural is the virus.""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_is%20the%20virus_all%20four_sample.jpg
14630,5/5/20,White Supremacist Propaganda,Salt Lake City,UT,Right Wing (White Supremacist),Hundred Handers,"Hundred Handers, an international white supremacist sticker producer, distributed stickers that read: ""Open borders spread disease.""",https://www.adl.org/sites/default/files/2020-04/HH_march_open%20borders%20spread%20disease_sample.jpg
14631,5/5/20,White Supremacist Propaganda,West Valley City,UT,Right Wing (White Supremacist),Hundred Handers,"Hundred Handers, an international white supremacist sticker producer, distributed stickers that read: ""Open borders spread disease,"" ""Multiculturalism has failed,"" and ""Anti-racist is code for anti-white.""",https://www.adl.org/sites/default/files/2020-04/HH_march_multiculturalism%20has%20failed_sample.jpg
14244,5/4/20,Anti-Semitic Incident:Vandalism;White Supremacist Propaganda,Floral Park,NY,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""(((MEDIA))) is the virus.""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_is%20the%20virus_all%20four_sample.jpg
14632,5/4/20,White Supremacist Propaganda,San Marcos,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda at California State University San Marcos that read: ""Reject poison,"" ""Not stolen conquered,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14633,5/4/20,White Supremacist Propaganda,Austin,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""Better dead than red,"" ""America is not for sale,"" and ""One nation against invasion.""",https://www.adl.org/sites/default/files/2020-02/PF%20One%20nation%20against%20invasion_sample.jpg
14634,5/4/20,White Supremacist Propaganda,Bayard,NE,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""For the nation against the state,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14635,5/4/20,White Supremacist Propaganda,Blaine,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Not stolen conquered,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14636,5/4/20,White Supremacist Propaganda,Boston,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory.""",
14637,5/4/20,White Supremacist Propaganda,Bridgeport,NE,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Reclaim America,"" ""For the nation against the state,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14638,5/4/20,White Supremacist Propaganda,Brooklyn,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""For the nation against the state,"" ""Life liberty victory,"" ""United we stand,"" ""Reject poison,"" ""Our tradition is revolution,"" and ""America is not for sale.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
14639,5/4/20,White Supremacist Propaganda,Burlington,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""America is not for sale,"" ""Revolution is tradition,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14640,5/4/20,White Supremacist Propaganda,Carrollton,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Not stolen conquered,"" ""Reclaim America,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14641,5/4/20,White Supremacist Propaganda,Chicago,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""United we stand,"" ""Not stolen conquered,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
14642,5/4/20,White Supremacist Propaganda,Denton,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Reject poison,"" ""Better dead than red,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14643,5/4/20,White Supremacist Propaganda,Ferndale,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""For the nation against the state,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
14644,5/4/20,White Supremacist Propaganda,Fishkill,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""America is not for sale,"" ""United we stand,"" ""To ourselves and our posterity,"" ""For the nation against the state,"" ""Reclaim America,"" ""Strong families make strong nations,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14645,5/4/20,White Supremacist Propaganda,Hackettstown,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale,"" ""Life liberty victory,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14646,5/4/20,White Supremacist Propaganda,Hillsboro,OR,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""America is not for sale,"" ""Better dead than red,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14647,5/4/20,White Supremacist Propaganda,Hope Township,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale,"" ""To ourselves and our posterity,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14648,5/4/20,White Supremacist Propaganda,Keller,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first"" and ""America is not for sale.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14649,5/4/20,White Supremacist Propaganda,Montpelier,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""America is not for sale,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14650,5/4/20,White Supremacist Propaganda,Mount Vernon,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""United we stand,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
14651,5/4/20,White Supremacist Propaganda,Oak Park,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, dropped a banner from an overpass that read: ""Life liberty victory.""",
14652,5/4/20,White Supremacist Propaganda,Pittsburgh,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison,"" ""For the nation against the state,"" and ""America first.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14653,5/4/20,White Supremacist Propaganda,Tonawanda,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""To ourselves and our posterity,"" ""One nation against invasion,"" and ""Revolution is tradition.""",https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14654,5/4/20,White Supremacist Propaganda,Wappingers Falls,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""Reject poison,"" ""America is not for sale,"" ""To ourselves and our posterity,"" ""Strong families make strong nations,"" ""Two parties one tyranny,"" ""Not stolen conquered,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14655,5/4/20,White Supremacist Propaganda,Yorkville,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""Better dead than red,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14656,5/3/20,White Supremacist Propaganda,Metuchen,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Which way Western man?""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_which%20way%20western%20man_sample.jpg
